"query","title","link","description","when","start_date","end_date","address","venue","location","thumbnail"
"book club events Seattle","Queer Book Club","https://do206.com/events/2026/7/1/queer-book-club-tickets","Check out Queer Book Club at El Sueñito Brewing Company in on July 01, 2026 and get detailed info for the event - tickets, photos, video and reviews.","Wed, Jul 1, 7 PM","Jul 1","","['El Sueñito Brewing Company, 106 N 36th St Suite 100', 'Seattle, WA']","{'name': 'El Sueñito Brewing Company', 'rating': 4.5, 'reviews': 55, 'link': 'https://www.google.com/search?sca_esv=467342054b4434cd&hl=en&q=El+Sue%C3%B1ito+Brewing+Company&ludocid=14060162242473758874&ibp=gwp%3B0,7'}","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRU7Y-yQBe4ayu3p43WgV22jSXrHex4ksJp1z17qjHiy09ZRoO0irZhBBQ&s"
"book club events Seattle","Chapter One Book Club","https://kcls.bibliocommons.com/events/69249803fbf38a2800253813","Come and read the first chapter of some really cool new books for tweens! Then participate in fun activities based on the books adventures. Copies of the book will be available to borrow and you...","Tue, Apr 28, 4 – 5 PM","Apr 28","","['Federal Way 320th Library, 848 S 320th St', 'Federal Way, WA']","{'name': 'Federal Way 320th Library', 'rating': 4.5, 'reviews': 130, 'link': 'https://www.google.com/search?sca_esv=467342054b4434cd&hl=en&q=Federal+Way+320th+Library&ludocid=5378998200161337474&ibp=gwp%3B0,7'}","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSD4O6n4DhfR7ao057x_lpnwtmudi5Vx6X0gjPPKMqwoc5JgbiQsO7E1qE&s"
"book club events Seattle","Queer Book Club","https://do206.com/events/2026/6/24/queer-book-club-tickets","Check out Queer Book Club at El Sueñito Brewing Company in on June 24, 2026 and get detailed info for the event - tickets, photos, video and reviews.","Wed, Jun 24, 7 PM","Jun 24","","['El Sueñito Brewing Company, 106 N 36th St Suite 100', 'Seattle, WA']","{'name': 'El Sueñito Brewing Company', 'rating': 4.5, 'reviews': 55, 'link': 'https://www.google.com/search?sca_esv=467342054b4434cd&hl=en&q=El+Sue%C3%B1ito+Brewing+Company&ludocid=14060162242473758874&ibp=gwp%3B0,7'}","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQODfNZXCP-VzAww98cpopnR7ffApF3pCLCz31C2U0d24gpySqtdHc7pI4&s"
"book club events Seattle","Teen Book Club","https://krl.bibliocommons.com/events/6924dab91846dea39bc2c7d2","The Tween-Teen Book Club is now Teen Book Club! In this monthly group, we learn how to think critically about our books, try out new genres, and share our thoughts about what we read. This...","Tue, Apr 28, 11 PM – Wed, Apr 29, 12 AM","Apr 28","","['1270 Madison Ave N', 'Bainbridge Island, WA']","","","https://www.google.com/maps/vt/data=yHXDCJU9MX-seBD-RXLT_CbW2PSNm-C1VMfPPv_hj1AlUOkSTgDp0-ufGE3I7xDecdR4o88NhKCGdppx5GmwFQrsRmHtcNMTrlU15MsxBstmVggJzAQ"
"book club events Seattle","Engayging in Sapphistry: A Book Club","https://kcls.bibliocommons.com/events/68f00af13cbc052f008000f8","Pride Across the Bridge & the Redmond Library are co-creating a sapphic-centered book club for queer adults! Whether you’re into queer classics, messy drama, or soft sapphic stories—this space is...","Sun, Aug 16, 2 – 3 PM","Aug 16","","['Redmond Library, 15990 NE 85th St', 'Redmond, WA']","{'name': 'Redmond Library', 'rating': 4.6, 'reviews': 421, 'link': 'https://www.google.com/search?sca_esv=467342054b4434cd&hl=en&q=Redmond+Library&ludocid=10162122076226988230&ibp=gwp%3B0,7'}","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQvzdYjsKJkhhcRINBlLW-4ew09lXMsTa4YQBQWBokh0VfovZHgQv2slQ&s"
"book club events Seattle","Chapter One Book Club","https://kcls.bibliocommons.com/events/69249803fbf38a2800253814","Come and read the first chapter of some really cool new books for tweens! Then participate in fun activities based on the books adventures. Copies of the book will be available to borrow and you...","Tue, May 12, 4 – 5 PM","May 12","","['Federal Way 320th Library, 848 S 320th St', 'Federal Way, WA']","{'name': 'Federal Way 320th Library', 'rating': 4.5, 'reviews': 130, 'link': 'https://www.google.com/search?sca_esv=467342054b4434cd&hl=en&q=Federal+Way+320th+Library&ludocid=5378998200161337474&ibp=gwp%3B0,7'}","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSD4O6n4DhfR7ao057x_lpnwtmudi5Vx6X0gjPPKMqwoc5JgbiQsO7E1qE&s"
"book club events Seattle","Main Book Club","https://tacoma.bibliocommons.com/events/68f3e9a2d272945e0068652e","Join the Main Book Club to discuss the novel, Two Old Women by Velma Wallis. This month the book group meets in room 222 on the 2nd floor. About the book: Based on an Athabascan Indian legend...","Wed, Mar 18, 6:30 – 7:30 PM","Mar 18","","['Tacoma Public Library Main Branch, 1102 Tacoma Ave S', 'Tacoma, WA']","{'name': 'Tacoma Public Library Main Branch', 'rating': 4.3, 'reviews': 95, 'link': 'https://www.google.com/search?sca_esv=467342054b4434cd&hl=en&q=Tacoma+Public+Library+Main+Branch&ludocid=15210664258434994336&ibp=gwp%3B0,7'}","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRt5N9-JnOHeE17C7dA4dc9T2A5kIsJh1nThCrsrIX2NrFYUHS73EOX8PU&s"
"book club events Seattle","Bring Your Own Book Club","https://kcls.bibliocommons.com/events/6925f607e80c50300038ad4f","Have you always wanted to join a book club but couldn’t commit? Are you tired of assigned reading? Then this casual book discussion group is for you! Bring what you are currently reading and leave...","Sun, May 17, 6:00 – 7:30 PM","May 17","","['34200 1st Way S', 'Federal Way, WA']","","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSwtLBsXMAl889MZovxrDMG8ikBSv_muEvUh5yj5ALFcqCg-Z6UnstRb-8&s"
"book club events Seattle","Chapter One Book Club","https://kcls.bibliocommons.com/events/69249803fbf38a2800253815","Come and read the first chapter of some really cool new books for tweens! Then participate in fun activities based on the books adventures. Copies of the book will be available to borrow and you...","Tue, May 26, 4 – 5 PM","May 26","","['Federal Way 320th Library, 848 S 320th St', 'Federal Way, WA']","{'name': 'Federal Way 320th Library', 'rating': 4.5, 'reviews': 130, 'link': 'https://www.google.com/search?sca_esv=467342054b4434cd&hl=en&q=Federal+Way+320th+Library&ludocid=5378998200161337474&ibp=gwp%3B0,7'}","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSD4O6n4DhfR7ao057x_lpnwtmudi5Vx6X0gjPPKMqwoc5JgbiQsO7E1qE&s"
"book club events Seattle","Wheelock Book Club","https://tacoma.bibliocommons.com/events/68770e9eb354fd28002bdd8f","Join fellow book lovers for our monthly book club! Each month, we dive into a captivating new read and come together to share thoughts, insights, and lively conversation. Whether you’re a...","Sat, May 2, 11 AM – 12 PM","May 2","","['Tacoma Public Library Wheelock Branch, 3722 N 26th St', 'Tacoma, WA']","{'name': 'Tacoma Public Library Wheelock Branch', 'rating': 4.7, 'reviews': 100, 'link': 'https://www.google.com/search?sca_esv=467342054b4434cd&hl=en&q=Tacoma+Public+Library+Wheelock+Branch&ludocid=884757609064539412&ibp=gwp%3B0,7'}","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQR20i0f6MLU3H8eJrxKLgdJoNGwOB37d2ZWhnSv8XB1Wroza4btx47w8M&s"
"book club events Seattle","Bring Your Own Book Club","https://kcls.bibliocommons.com/events/6925f5c3e80c50300038ad3b","Have you always wanted to join a book club but couldn’t commit? Are you tired of assigned reading? Then this casual book discussion group is for you! Bring what you are currently reading and leave...","Sun, Jun 21, 6:00 – 7:30 PM","Jun 21","","['34200 1st Way S', 'Federal Way, WA']","","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSwtLBsXMAl889MZovxrDMG8ikBSv_muEvUh5yj5ALFcqCg-Z6UnstRb-8&s"
"book club events Seattle","SAMMAMISH CONNECTIONS BOOK CLUB","https://kcls.bibliocommons.com/events/6925fa53f8747e3e00241223","Book Announcement Coming Soon! Check back soon for details. Join us for a lively book discussion — new members are always welcome! Meets on the third Thursday of every month. For adults...","Thu, May 21, 5:30 – 7:30 PM","May 21","","['825 228th Ave SE', 'Sammamish, WA']","","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSh8Jrn9oAS7nrN7PTAjRDBk6UKwu9Pf5ClHeJxc_ta48RW7-bC4OXEqSs&s"
"book club events Seattle","CC Hosting: Northside Book Club","https://www.heylo.com/event/-OkefTX8p7WEBxfmo6T7","​**What we're reading:** The Correspondent by Virginia Evans ​**Join our buddy read on StoryGraph:** TBD ​​**📝 Itinerary:** **6:30 - 7:30 pm:** Discussion - You'll start by introducing yourself...","Tue, Mar 3, 6:30 – 8:30 PM","Mar 3","","['Bale Breaker & Yonder Cider Taproom, 826 NW 49th St', 'Seattle, WA']","{'name': 'Bale Breaker & Yonder Cider Taproom', 'rating': 4.8, 'reviews': 612, 'link': 'https://www.google.com/search?sca_esv=467342054b4434cd&hl=en&q=Bale+Breaker+%26+Yonder+Cider+Taproom&ludocid=11002201593648505227&ibp=gwp%3B0,7'}","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSukhgnvdnUu4c3k1Y6prCNt0x_pZOEDU0jKbhnFYo&s"
"book club events Seattle","February Book Discussion: People Like Us","https://www.425magazine.com/local-events/?_evDiscoveryPath=/event/311505591p-february-book-discussion-people-like-us","Our book this month will be ***People Like Us by Jason Mott***. *People Like Us* is Jason Mott’s electric new novel. It is not memoir, yet it has deeply personal connections to Jason’s life. And...","Mon, Feb 23, 6 – 8 PM","Feb 23","","['Urban Family Brewing Co., 1103 NW 52nd St', 'Seattle, WA']","{'name': 'Urban Family Brewing Co.', 'rating': 4.8, 'reviews': 582, 'link': 'https://www.google.com/search?sca_esv=467342054b4434cd&hl=en&q=Urban+Family+Brewing+Co.&ludocid=8366541693622139998&ibp=gwp%3B0,7'}","","https://www.google.com/maps/vt/data=8Pveqft6_r1gTPrbSuAxbz36E6Ftb0EcLHZlzlulopk5z8Ep99oo-sWniZDolsVjHa-pFHnu6318NnVXFuDwKpxufEv73XUlktrMk4BHQ2PtFEhh58M"
"book club events Seattle","Reading Rebels Book Club","https://krl.bibliocommons.com/events/6938a9b56724c63d00e62393","Each month we take a different theme, pick out books to read, and talk about them the following month. We learn how to think critically about our books, try out new genres, and share our thoughts...","Thu, Apr 16, 11 PM – Fri, Apr 17, 12 AM","Apr 16","","['1270 Madison Ave N', 'Bainbridge Island, WA']","","","https://www.google.com/maps/vt/data=yHXDCJU9MX-seBD-RXLT_CbW2PSNm-C1VMfPPv_hj1AlUOkSTgDp0-ufGE3I7xDecdR4o88NhKCGdppx5GmwFQrsRmHtcNMTrlU15MsxBstmVggJzAQ"
"book club events Seattle","Read and Rant: The South Sound's LGBTQ+ Book Club","https://tacoma.bibliocommons.com/events/6885145dc01d8f9159e3ec5b","Join us for a monthly LGBTQ+ book club discussion, on the 2nd Saturday of the month! Titles change every month, and include a mix of fiction, non-fiction, adult, and YA selections. All are welcome...","Sat, Mar 14, 11 AM – 1 PM","Mar 14","","['Tacoma Public Library Moore Branch, 215 S 56th St', 'Tacoma, WA']","{'name': 'Tacoma Public Library Moore Branch', 'rating': 4.7, 'reviews': 116, 'link': 'https://www.google.com/search?sca_esv=467342054b4434cd&hl=en&q=Tacoma+Public+Library+Moore+Branch&ludocid=5203576646500088354&ibp=gwp%3B0,7'}","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSa0Fb9WL4DAkCsiSPfaK54Sjmz9c3fiJDc3qiZ0c4j8vFsSTHw4fMIfMY&s"
"book club events Seattle","Sammamish Connections Book Club","https://kcls.bibliocommons.com/events/6925fa53f8747e3e00241224","Frankenstein by Mary Wollstonecraft Shelley Join us for a lively book discussion — new members are always welcome! Meets on the third Thursday of every month. For adults. Registration is not...","Thu, Jun 18, 5:30 – 7:30 PM","Jun 18","","['825 228th Ave SE', 'Sammamish, WA']","","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSh8Jrn9oAS7nrN7PTAjRDBk6UKwu9Pf5ClHeJxc_ta48RW7-bC4OXEqSs&s"
"book club events Seattle","Club de Lectura (Spanish Book Club) w/Victoria Paloma — Women Hold the Key","https://womenholdthekey.com/upcoming-programs/club-de-lectura-spanish-book-club-6awle-r7c9p-fxd6w-m938w-xtnxd-axy4w-sfl8x-ycx5c-8zt26-rt5xb-7jdwp","This is a Spanish native level of fluency book club that will meet once a month to discuss selected books.","Mon, Feb 23, 6:00 – 7:45 PM","Feb 23","","['Women Hold the Key, Synergy Center for Women - Upstairs, 9822 SW Gorsuch Rd', 'Vashon, WA']","{'name': 'Women Hold the Key', 'rating': 5.0, 'reviews': 4, 'link': 'https://www.google.com/search?sca_esv=467342054b4434cd&hl=en&q=Women+Hold+the+Key&ludocid=8349305147820207905&ibp=gwp%3B0,7'}","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRASbvdrS6kM2HLHUKVfj3zTF8nJDn3efaaaAWLRG8&s"
"book club events Seattle","Kobetich Book Club","https://tacoma.bibliocommons.com/events/69054b9afbf38a2800217642","Join us at Kobetich Branch to discuss a new book each month. This month we will be reading Rough Trade by Katrina Carrasco. Lambda Literary Award Winner, 2025 Finalist for the Edgar Award for Best...","Wed, Mar 25, 4 – 5 PM","Mar 25","","['Tacoma Public Library Kobetich Branch, 212 Browns Point Blvd NE', 'Tacoma, WA']","{'name': 'Tacoma Public Library Kobetich Branch', 'rating': 4.8, 'reviews': 46, 'link': 'https://www.google.com/search?sca_esv=467342054b4434cd&hl=en&q=Tacoma+Public+Library+Kobetich+Branch&ludocid=7051403922093816654&ibp=gwp%3B0,7'}","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_xZUfxnUKN9YY5neAYfNKMohbj6d5qnEvZ8SJQTsFUmHFA4apLwzGyZA&s"
"book club events Seattle","Quiet Reading Club","https://www.eventbrite.com/e/quiet-reading-club-tickets-1982048837428","Our bi-monthly Quiet Reading Club offers a calm, shared space where people can read independently while being in community together. Unwind at the end of the month or spend your lunch break in...","Fri, Feb 27, 11:30 AM – 1:30 PM","Feb 27","","['Minority Vets Community Center, 16040 Christensen Rd ste. 212', 'Tukwila, WA']","{'name': 'Minority Vets Community Center', 'rating': 5.0, 'reviews': 1, 'link': 'https://www.google.com/search?sca_esv=467342054b4434cd&hl=en&q=Minority+Vets+Community+Center&ludocid=7682233448536520054&ibp=gwp%3B0,7'}","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRG8WNgEZSqaAHoba82wndbhB31-ndfE5qJLvVGiNd8buIAGavHsjTBG2k&s"
"book club events Seattle","Family Reading Club","https://sno-isle.bibliocommons.com/events/69434b67c967cb41207d5ea1","Join the Family Reading Club for an evening of stories, connection, and fun for the whole family! No need to read ahead in this book club! Every week, we'll read aloud a story and discuss it as a...","Thu, Mar 26, 6:30 – 7:30 PM","Mar 26","","['Snohomish Library - Sno-Isle Libraries, 311 Maple Ave', 'Snohomish, WA']","{'name': 'Snohomish Library - Sno-Isle Libraries', 'rating': 4.7, 'reviews': 159, 'link': 'https://www.google.com/search?sca_esv=467342054b4434cd&hl=en&q=Snohomish+Library+-+Sno-Isle+Libraries&ludocid=2146587047554185190&ibp=gwp%3B0,7'}","","https://www.google.com/maps/vt/data=0Prq52ge9zN1PBstICFoZ27axJp3m21PDdtQ-PCeGXWA4CWwNz2BEsYoi3vc2fQ6XWbMkk4MPZkgKcpkgFVc1_geUTCSPyiZd5ZVujvBeEnLH3oyxWA"
"book club events Seattle","Reading Rebels Book Club","https://krl.bibliocommons.com/events/6938a9b56724c63d00e62394","Each month we take a different theme, pick out books to read, and talk about them the following month. We learn how to think critically about our books, try out new genres, and share our thoughts...","Thu, May 21, 11 PM – Fri, May 22, 12 AM","May 21","","['1270 Madison Ave N', 'Bainbridge Island, WA']","","","https://www.google.com/maps/vt/data=yHXDCJU9MX-seBD-RXLT_CbW2PSNm-C1VMfPPv_hj1AlUOkSTgDp0-ufGE3I7xDecdR4o88NhKCGdppx5GmwFQrsRmHtcNMTrlU15MsxBstmVggJzAQ"
"book club events Seattle","Sammamish Connections Book Club","https://kcls.bibliocommons.com/events/6925fa53f8747e3e00241225","Tuesday Mooney Talks to Ghosts by Kate Racculia Join us for a lively book discussion — new members are always welcome! Meets on the third Thursday of every month. For adults. Registration is not...","Thu, Jul 16, 5:30 – 7:30 PM","Jul 16","","['825 228th Ave SE', 'Sammamish, WA']","","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSh8Jrn9oAS7nrN7PTAjRDBk6UKwu9Pf5ClHeJxc_ta48RW7-bC4OXEqSs&s"
"book club events Seattle","Book Club","https://issaquahhighlands.com/event/book-club-9-2/2026-09-08/","Book Club is a great place to meet neighbors and explore a variety of books. All are welcome and you...\n","Tue, Sep 8, 7:00 – 8:30 PM","Sep 8","","['Blakely Hall, 2550 NE Park Dr #5', 'Issaquah, WA']","{'name': 'Blakely Hall', 'rating': 4.5, 'reviews': 48, 'link': 'https://www.google.com/search?sca_esv=467342054b4434cd&hl=en&q=Blakely+Hall&ludocid=18149445388396823902&ibp=gwp%3B0,7'}","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVCadqp65axk4ZSr8x9AAE0_AxfGW9ms7izwRHWd1hCk4L8yEZqd5-3JM&s"
"book club events Seattle","Page Turners Book Club","https://krl.bibliocommons.com/events/693b21f9ddf5632800206c1f","Each month we take a different theme, pick out books to read, and talk about them the following month. We learn how to think critically about our books, try out new genres, and share our thoughts...","Wed, Apr 15, 10:30 – 11:30 PM","Apr 15","","['700 NE Lincoln Rd', 'Poulsbo, WA']","","","https://www.google.com/maps/vt/data=XA8F_QZTUb5zX5swKbfdSz1hFdZf5guGZaR1Bf9neOk--0ZzHiKUvNYGkpcr-okE5bmwuGl_UIR7ok9rLCvfFtVel6jNrBrRSUr1-MmImWt1z8NMCzc"
"book club events Seattle","Family Reading Club","https://sno-isle.bibliocommons.com/events/69434b67c967cb41207d5ea3","Join the Family Reading Club fornbsp;an evening of stories, connection, and funnbsp;for the whole family!No need to read ahead in this book club!nbsp;Every week, we'll read aloud a story and...","Thu, May 28, 6:30 – 7:30 PM","May 28","","['Snohomish Library - Sno-Isle Libraries, 311 Maple Ave', 'Snohomish, WA']","{'name': 'Snohomish Library - Sno-Isle Libraries', 'rating': 4.7, 'reviews': 159, 'link': 'https://www.google.com/search?sca_esv=467342054b4434cd&hl=en&q=Snohomish+Library+-+Sno-Isle+Libraries&ludocid=2146587047554185190&ibp=gwp%3B0,7'}","","https://www.google.com/maps/vt/data=0Prq52ge9zN1PBstICFoZ27axJp3m21PDdtQ-PCeGXWA4CWwNz2BEsYoi3vc2fQ6XWbMkk4MPZkgKcpkgFVc1_geUTCSPyiZd5ZVujvBeEnLH3oyxWA"
"book club events Seattle","Family Reading Club","https://sno-isle.bibliocommons.com/events/69434b67c967cb41207d5ea4","Join the Family Reading Club for an evening of stories, connection, and fun for the whole family! No need to read ahead in this book club! Every week, we'll read aloud a story and discuss it as a...","Thu, Jun 25, 6:30 – 7:30 PM","Jun 25","","['Snohomish Library - Sno-Isle Libraries, 311 Maple Ave', 'Snohomish, WA']","{'name': 'Snohomish Library - Sno-Isle Libraries', 'rating': 4.7, 'reviews': 159, 'link': 'https://www.google.com/search?sca_esv=467342054b4434cd&hl=en&q=Snohomish+Library+-+Sno-Isle+Libraries&ludocid=2146587047554185190&ibp=gwp%3B0,7'}","","https://www.google.com/maps/vt/data=0Prq52ge9zN1PBstICFoZ27axJp3m21PDdtQ-PCeGXWA4CWwNz2BEsYoi3vc2fQ6XWbMkk4MPZkgKcpkgFVc1_geUTCSPyiZd5ZVujvBeEnLH3oyxWA"
"book club events Seattle","Read and Rant: The South Sound's LGBTQ+ Book Club","https://tacoma.bibliocommons.com/events/691e8487c313c23700e303e5","Join us for a monthly LGBTQ+ book club discussion, on the 2nd Saturday of the month! Titles change every month, and include a mix of fiction, non-fiction, adult, and YA selections. All are welcome...","Sat, Apr 11, 11 AM – 1 PM","Apr 11","","['Tacoma Public Library Moore Branch, 215 S 56th St', 'Tacoma, WA']","{'name': 'Tacoma Public Library Moore Branch', 'rating': 4.7, 'reviews': 116, 'link': 'https://www.google.com/search?sca_esv=467342054b4434cd&hl=en&q=Tacoma+Public+Library+Moore+Branch&ludocid=5203576646500088354&ibp=gwp%3B0,7'}","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQhJFVGsnA5LSHMcPKxDVP2mjA-27UDp3HpjBnMXbpnNEI8ueWg3IueDYk&s"
"book club events Seattle","Main Book Club","https://tacoma.bibliocommons.com/events/68f3ea930176055300fdfd89","Join the Main Book Club in the Olympic Room to discuss the novel, Piranesi by Susanna Clarke. About the book: Piranesi’s house is no ordinary building: its rooms are infinite, its corridors...","Wed, Apr 15, 6:30 – 7:30 PM","Apr 15","","['Tacoma Public Library Main Branch, 1102 Tacoma Ave S', 'Tacoma, WA']","{'name': 'Tacoma Public Library Main Branch', 'rating': 4.3, 'reviews': 95, 'link': 'https://www.google.com/search?sca_esv=467342054b4434cd&hl=en&q=Tacoma+Public+Library+Main+Branch&ludocid=15210664258434994336&ibp=gwp%3B0,7'}","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTeD3ZRhrBtvIywtuHEJRaLqEZSN3R-4S-G4rsedMfQyfoQVlNEgBnUNv4&s"
"book club events Seattle","Read and Rant: The South Sound's LGBTQ+ Book Club","https://tacoma.bibliocommons.com/events/691e8487c313c23700e303e6","Join us for a monthly LGBTQ+ book club discussion, on the 2nd Saturday of the month! Titles change every month, and include a mix of fiction, non-fiction, adult, and YA selections. All are welcome...","Sat, May 9, 11 AM – 1 PM","May 9","","['Tacoma Public Library Moore Branch, 215 S 56th St', 'Tacoma, WA']","{'name': 'Tacoma Public Library Moore Branch', 'rating': 4.7, 'reviews': 116, 'link': 'https://www.google.com/search?sca_esv=467342054b4434cd&hl=en&q=Tacoma+Public+Library+Moore+Branch&ludocid=5203576646500088354&ibp=gwp%3B0,7'}","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSY4gxC7S8vck3jx8VoBwFsH6LxiO1AZdI43gQIy8dRe0yWCM2l3elctrQ&s"
"book club events Seattle","Read and Rant: The South Sound's LGBTQ+ Book Club","https://tacoma.bibliocommons.com/events/691e8487c313c23700e303e7","Join us for a monthly LGBTQ+ book club discussion, on the 2nd Saturday of the month! Titles change every month, and include a mix of fiction, non-fiction, adult, and YA selections. All are welcome...","Sat, Jun 13, 11 AM – 1 PM","Jun 13","","['Tacoma Public Library Moore Branch, 215 S 56th St', 'Tacoma, WA']","{'name': 'Tacoma Public Library Moore Branch', 'rating': 4.7, 'reviews': 116, 'link': 'https://www.google.com/search?sca_esv=467342054b4434cd&hl=en&q=Tacoma+Public+Library+Moore+Branch&ludocid=5203576646500088354&ibp=gwp%3B0,7'}","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSY4gxC7S8vck3jx8VoBwFsH6LxiO1AZdI43gQIy8dRe0yWCM2l3elctrQ&s"
